,timestamp,value
135,2007-10-12 04:00:00,0.85
136,2007-10-12 05:00:00,0.05
137,2007-10-12 06:00:00,0.65
138,2007-10-12 19:00:00,0.35
139,2007-10-12 20:00:00,0.22
140,2007-10-12 21:00:00,0.98
141,2007-10-12 22:00:00,0.24
142,2007-10-12 23:00:00,0.15
143,2007-10-13 00:00:00,0.29
144,2007-10-13 01:00:00,0.22
145,2007-10-13 02:00:00,0.48
146,2007-10-13 03:00:00,0.69
147,2007-10-13 04:00:00,0.73
148,2007-10-13 05:00:00,0.4
149,2007-10-13 06:00:00,0.7
150,2007-10-13 19:00:00,0.58
151,2007-10-13 20:00:00,0.19
152,2007-10-13 21:00:00,0.63
153,2007-10-13 22:00:00,0.41
154,2007-10-13 23:00:00,0.37
155,2007-10-14 00:00:00,0.64
156,2007-10-14 01:00:00,0.11
157,2007-10-14 02:00:00,0.39
158,2007-10-14 03:00:00,0.54
159,2007-10-14 04:00:00,0.32
160,2007-10-14 05:00:00,0.82
161,2007-10-14 06:00:00,0.35
162,2007-10-14 19:00:00,0.16
163,2007-10-14 20:00:00,0.07
164,2007-10-14 21:00:00,0.22
165,2007-10-14 22:00:00,0.85
166,2007-10-14 23:00:00,0.8
167,2007-10-15 00:00:00,0.43
168,2007-10-15 01:00:00,0.41
169,2007-10-15 02:00:00,0.08
170,2007-10-15 03:00:00,0.59
171,2007-10-15 04:00:00,0.91
172,2007-10-15 05:00:00,0.21
173,2007-10-15 06:00:00,0.18
174,2007-10-15 19:00:00,0.31
175,2007-10-15 20:00:00,0.38
176,2007-10-15 21:00:00,0.92
177,2007-10-15 22:00:00,0.75
178,2007-10-15 23:00:00,0.62
179,2007-10-16 00:00:00,0.24
180,2007-10-16 01:00:00,0.09
181,2007-10-16 02:00:00,0.29
182,2007-10-16 03:00:00,0.84
183,2007-10-16 04:00:00,0.13
184,2007-10-16 05:00:00,0.45
185,2007-10-16 06:00:00,0.98
186,2007-10-16 19:00:00,0.98
187,2007-10-16 20:00:00,0.66
188,2007-10-16 21:00:00,0.26
189,2007-10-16 22:00:00,0.99
190,2007-10-16 23:00:00,0.86
191,2007-10-17 00:00:00,0.6
192,2007-10-17 01:00:00,0.5
193,2007-10-17 02:00:00,0.29
194,2007-10-17 03:00:00,0.31
195,2007-10-17 04:00:00,0.65
196,2007-10-17 05:00:00,0.18
197,2007-10-17 06:00:00,1.0
198,2007-10-17 19:00:00,0.92
199,2007-10-17 20:00:00,0.96
200,2007-10-17 21:00:00,0.36
201,2007-10-17 22:00:00,0.63
202,2007-10-17 23:00:00,0.27
203,2007-10-18 00:00:00,0.68
204,2007-10-18 01:00:00,0.23
205,2007-10-18 02:00:00,0.81
206,2007-10-18 03:00:00,0.89
207,2007-10-18 04:00:00,0.21
208,2007-10-18 05:00:00,0.92
209,2007-10-18 06:00:00,0.24
210,2007-10-18 19:00:00,0.58
211,2007-10-18 20:00:00,0.28
212,2007-10-18 21:00:00,0.11
213,2007-10-18 22:00:00,0.0
214,2007-10-18 23:00:00,0.07
215,2007-10-19 00:00:00,0.19
216,2007-10-19 01:00:00,0.12
217,2007-10-19 02:00:00,0.61
218,2007-10-19 03:00:00,0.75
219,2007-10-19 04:00:00,0.24
220,2007-10-19 05:00:00,0.99
221,2007-10-19 06:00:00,0.58
222,2007-10-19 19:00:00,0.99
223,2007-10-19 20:00:00,0.93
224,2007-10-19 21:00:00,0.48
225,2007-10-19 22:00:00,0.35
226,2007-10-19 23:00:00,0.72
227,2007-10-20 00:00:00,0.28
228,2007-10-20 01:00:00,0.89
229,2007-10-20 02:00:00,0.65
230,2007-10-20 03:00:00,0.62
231,2007-10-20 04:00:00,0.02
232,2007-10-20 05:00:00,0.68
233,2007-10-20 06:00:00,0.32
234,2007-10-20 19:00:00,0.2
235,2007-10-20 20:00:00,0.34
236,2007-10-20 21:00:00,0.06
237,2007-10-20 22:00:00,0.2
238,2007-10-20 23:00:00,0.43
239,2007-10-21 00:00:00,0.03
240,2007-10-21 01:00:00,0.82
241,2007-10-21 02:00:00,0.68
242,2007-10-21 03:00:00,0.39
243,2007-10-21 04:00:00,0.81
244,2007-10-21 05:00:00,0.41
245,2007-10-21 06:00:00,0.37
246,2007-10-21 19:00:00,0.67
247,2007-10-21 20:00:00,0.62
248,2007-10-21 21:00:00,0.32
249,2007-10-21 22:00:00,0.41
250,2007-10-21 23:00:00,0.87
251,2007-10-22 00:00:00,0.5
252,2007-10-22 01:00:00,0.98
253,2007-10-22 02:00:00,0.72
254,2007-10-22 03:00:00,0.4
255,2007-10-22 04:00:00,0.61
256,2007-10-22 05:00:00,0.9
257,2007-10-22 06:00:00,0.23
258,2007-10-22 19:00:00,0.36
259,2007-10-22 20:00:00,0.49
260,2007-10-22 21:00:00,0.04
261,2007-10-22 22:00:00,0.37
262,2007-10-22 23:00:00,0.68
263,2007-10-23 00:00:00,0.52
264,2007-10-23 01:00:00,0.65
265,2007-10-23 02:00:00,0.49
266,2007-10-23 03:00:00,0.64
267,2007-10-23 04:00:00,0.53
268,2007-10-23 05:00:00,0.9
269,2007-10-23 06:00:00,0.41
270,2007-10-23 19:00:00,0.65
271,2007-10-23 20:00:00,0.94
272,2007-10-23 21:00:00,0.65
273,2007-10-23 22:00:00,0.39
274,2007-10-23 23:00:00,0.64
275,2007-10-24 00:00:00,0.63
276,2007-10-24 01:00:00,0.79
277,2007-10-24 02:00:00,0.1
278,2007-10-24 03:00:00,0.69
279,2007-10-24 04:00:00,0.35
280,2007-10-24 05:00:00,0.18
281,2007-10-24 06:00:00,0.51
282,2007-10-24 19:00:00,0.65
283,2007-10-24 20:00:00,0.64
284,2007-10-24 21:00:00,0.47
285,2007-10-24 22:00:00,0.63
286,2007-10-24 23:00:00,0.67
287,2007-10-25 00:00:00,0.21
288,2007-10-25 01:00:00,0.74
289,2007-10-25 02:00:00,0.0
290,2007-10-25 03:00:00,0.77
291,2007-10-25 04:00:00,0.49
292,2007-10-25 05:00:00,0.01
293,2007-10-25 06:00:00,0.4
294,2007-10-25 18:00:00,0.41
295,2007-10-25 19:00:00,0.58
296,2007-10-25 20:00:00,0.72
297,2007-10-25 21:00:00,0.4
298,2007-10-25 22:00:00,0.22
299,2007-10-25 23:00:00,0.0
300,2007-10-26 00:00:00,0.24
301,2007-10-26 01:00:00,0.4
302,2007-10-26 02:00:00,0.35
303,2007-10-26 03:00:00,0.86
304,2007-10-26 04:00:00,0.91
305,2007-10-26 05:00:00,0.62
306,2007-10-26 06:00:00,0.32
307,2007-10-26 18:00:00,0.3
308,2007-10-26 19:00:00,0.07
309,2007-10-26 20:00:00,0.34
310,2007-10-26 21:00:00,0.24
311,2007-10-26 22:00:00,0.18
312,2007-10-26 23:00:00,0.39
313,2007-10-27 00:00:00,0.94
314,2007-10-27 01:00:00,0.33
315,2007-10-27 02:00:00,0.63
316,2007-10-27 03:00:00,0.72
317,2007-10-27 04:00:00,0.66
318,2007-10-27 05:00:00,0.98
319,2007-10-27 06:00:00,0.06
320,2007-10-27 18:00:00,0.42
321,2007-10-27 19:00:00,0.46
322,2007-10-27 20:00:00,0.99
323,2007-10-27 21:00:00,0.85
324,2007-10-27 22:00:00,0.78
325,2007-10-27 23:00:00,0.49
326,2007-10-28 00:00:00,0.98
327,2007-10-28 01:00:00,0.06
328,2007-10-28 02:00:00,0.88
329,2007-10-28 03:00:00,0.5
330,2007-10-28 04:00:00,0.72
331,2007-10-28 05:00:00,0.39
332,2007-10-28 06:00:00,0.81
333,2007-10-28 18:00:00,0.75
334,2007-10-28 19:00:00,0.43
335,2007-10-28 20:00:00,0.99
336,2007-10-28 21:00:00,0.01
337,2007-10-28 22:00:00,0.04
338,2007-10-28 23:00:00,0.14
339,2007-10-29 00:00:00,0.06
340,2007-10-29 01:00:00,0.33
341,2007-10-29 02:00:00,0.33
342,2007-10-29 03:00:00,0.83
343,2007-10-29 04:00:00,0.79
344,2007-10-29 05:00:00,0.06
345,2007-10-29 06:00:00,0.02
346,2007-10-29 18:00:00,0.3
347,2007-10-29 19:00:00,0.1
348,2007-10-29 20:00:00,0.01
349,2007-10-29 21:00:00,0.52
350,2007-10-29 22:00:00,0.82
351,2007-10-29 23:00:00,0.08
352,2007-10-30 00:00:00,0.38
353,2007-10-30 01:00:00,0.16
354,2007-10-30 02:00:00,0.5
355,2007-10-30 03:00:00,0.54
356,2007-10-30 04:00:00,0.25
357,2007-10-30 05:00:00,0.51
358,2007-10-30 06:00:00,0.91
359,2007-10-30 18:00:00,0.01
360,2007-10-30 19:00:00,0.06
361,2007-10-30 20:00:00,0.39
362,2007-10-30 21:00:00,0.63
363,2007-10-30 22:00:00,0.4
364,2007-10-30 23:00:00,0.35
365,2007-10-31 00:00:00,0.77
366,2007-10-31 01:00:00,0.63
367,2007-10-31 02:00:00,0.36
368,2007-10-31 03:00:00,0.44
369,2007-10-31 04:00:00,0.65
370,2007-10-31 05:00:00,0.01
371,2007-10-31 06:00:00,0.96
372,2007-10-31 18:00:00,0.03
373,2007-10-31 19:00:00,0.72
374,2007-10-31 20:00:00,0.53
375,2007-10-31 21:00:00,0.59
376,2007-10-31 22:00:00,0.3
377,2007-10-31 23:00:00,0.72
378,2007-11-01 00:00:00,0.76
379,2007-11-01 01:00:00,0.35
380,2007-11-01 02:00:00,0.9
381,2007-11-01 03:00:00,0.48
382,2007-11-01 04:00:00,0.06
383,2007-11-01 05:00:00,0.32
384,2007-11-01 06:00:00,0.09
385,2007-11-01 18:00:00,0.26
386,2007-11-01 19:00:00,0.68
387,2007-11-01 20:00:00,0.44
388,2007-11-01 21:00:00,0.67
389,2007-11-01 22:00:00,0.2
390,2007-11-01 23:00:00,0.12
391,2007-11-02 00:00:00,0.28
392,2007-11-02 01:00:00,0.17
393,2007-11-02 02:00:00,0.69
394,2007-11-02 03:00:00,0.72
395,2007-11-02 04:00:00,0.61
396,2007-11-02 05:00:00,0.34
397,2007-11-02 06:00:00,0.1
398,2007-11-02 18:00:00,0.09
399,2007-11-02 19:00:00,0.16
400,2007-11-02 20:00:00,0.75
401,2007-11-02 21:00:00,0.22
402,2007-11-02 22:00:00,0.84
403,2007-11-02 23:00:00,0.52
404,2007-11-03 00:00:00,0.23
405,2007-11-03 01:00:00,0.64
406,2007-11-03 02:00:00,0.2
407,2007-11-03 03:00:00,0.55
408,2007-11-03 04:00:00,0.45
409,2007-11-03 05:00:00,0.79
410,2007-11-03 06:00:00,0.03
411,2007-11-03 18:00:00,0.41
412,2007-11-03 19:00:00,0.43
413,2007-11-03 20:00:00,0.74
414,2007-11-03 21:00:00,0.99
415,2007-11-03 22:00:00,0.84
416,2007-11-03 23:00:00,0.36
417,2007-11-04 00:00:00,0.84
418,2007-11-04 01:00:00,0.07
419,2007-11-04 02:00:00,0.48
420,2007-11-04 03:00:00,0.2
421,2007-11-04 04:00:00,0.4
422,2007-11-04 05:00:00,0.66
423,2007-11-04 06:00:00,0.33
424,2007-11-04 18:00:00,0.59
425,2007-11-04 19:00:00,0.81
426,2007-11-04 20:00:00,0.06
427,2007-11-04 21:00:00,0.19
428,2007-11-04 22:00:00,0.43
429,2007-11-04 23:00:00,0.58
430,2007-11-05 00:00:00,0.29
431,2007-11-05 01:00:00,0.14
432,2007-11-05 02:00:00,0.22
433,2007-11-05 03:00:00,0.49
434,2007-11-05 04:00:00,0.84
435,2007-11-05 05:00:00,0.68
436,2007-11-05 06:00:00,0.18
437,2007-11-05 18:00:00,0.38
438,2007-11-05 19:00:00,0.92
439,2007-11-05 20:00:00,0.24
440,2007-11-05 21:00:00,0.73
441,2007-11-05 22:00:00,0.05
442,2007-11-05 23:00:00,0.73
443,2007-11-06 00:00:00,0.17
444,2007-11-06 01:00:00,0.8
445,2007-11-06 02:00:00,0.27
446,2007-11-06 03:00:00,0.77
447,2007-11-06 04:00:00,0.45
448,2007-11-06 05:00:00,0.16
449,2007-11-06 06:00:00,0.32
450,2007-11-06 18:00:00,0.2
451,2007-11-06 19:00:00,0.75
452,2007-11-06 20:00:00,0.59
453,2007-11-06 21:00:00,0.2
454,2007-11-06 22:00:00,0.59
455,2007-11-06 23:00:00,0.91
456,2007-11-07 00:00:00,0.45
457,2007-11-07 01:00:00,0.39
458,2007-11-07 02:00:00,0.03
459,2007-11-07 03:00:00,0.34
460,2007-11-07 04:00:00,0.41
461,2007-11-07 05:00:00,0.51
462,2007-11-07 06:00:00,0.24
463,2007-11-07 18:00:00,0.43
464,2007-11-07 19:00:00,0.69
465,2007-11-07 20:00:00,0.46
466,2007-11-07 21:00:00,0.12
467,2007-11-07 22:00:00,0.81
468,2007-11-07 23:00:00,0.39
469,2007-11-08 00:00:00,0.42
470,2007-11-08 01:00:00,0.83
471,2007-11-08 02:00:00,0.49
472,2007-11-08 03:00:00,0.16
473,2007-11-08 04:00:00,0.17
474,2007-11-08 05:00:00,0.04
475,2007-11-08 06:00:00,0.92
476,2007-11-08 18:00:00,0.7
477,2007-11-08 19:00:00,0.86
478,2007-11-08 20:00:00,0.87
479,2007-11-08 21:00:00,0.76
480,2007-11-08 22:00:00,0.56
481,2007-11-08 23:00:00,0.67
482,2007-11-09 00:00:00,0.12
483,2007-11-09 01:00:00,0.31
484,2007-11-09 02:00:00,0.23
485,2007-11-09 03:00:00,0.48
486,2007-11-09 04:00:00,0.12
487,2007-11-09 05:00:00,0.15
488,2007-11-09 06:00:00,0.21
489,2007-11-09 18:00:00,0.94
490,2007-11-09 19:00:00,0.51
491,2007-11-09 20:00:00,0.91
492,2007-11-09 21:00:00,0.01
493,2007-11-09 22:00:00,0.37
494,2007-11-09 23:00:00,0.47
495,2007-11-10 00:00:00,0.88
496,2007-11-10 01:00:00,0.45
497,2007-11-10 02:00:00,0.18
498,2007-11-10 03:00:00,0.66
499,2007-11-10 04:00:00,0.78
500,2007-11-10 05:00:00,0.91
501,2007-11-10 06:00:00,0.27
502,2007-11-10 18:00:00,0.39
503,2007-11-10 19:00:00,0.49
504,2007-11-10 20:00:00,0.11
505,2007-11-10 21:00:00,0.14
506,2007-11-10 22:00:00,0.9
507,2007-11-10 23:00:00,0.32
508,2007-11-11 00:00:00,0.05
509,2007-11-11 01:00:00,0.38
510,2007-11-11 02:00:00,0.77
511,2007-11-11 03:00:00,0.99
512,2007-11-11 04:00:00,0.93
513,2007-11-11 05:00:00,0.91
514,2007-11-11 06:00:00,0.39
515,2007-11-11 18:00:00,0.87
516,2007-11-11 19:00:00,0.49
517,2007-11-11 20:00:00,0.5
518,2007-11-11 21:00:00,1.0
519,2007-11-11 22:00:00,0.08
520,2007-11-11 23:00:00,0.74
521,2007-11-12 00:00:00,0.14
522,2007-11-12 01:00:00,0.99
523,2007-11-12 02:00:00,0.82
524,2007-11-12 03:00:00,0.59
525,2007-11-12 04:00:00,0.33
526,2007-11-12 05:00:00,0.81
527,2007-11-12 06:00:00,0.6
528,2007-11-12 18:00:00,0.8
529,2007-11-12 19:00:00,0.32
530,2007-11-12 20:00:00,0.25
531,2007-11-12 21:00:00,0.43
532,2007-11-12 22:00:00,0.89
533,2007-11-12 23:00:00,0.93
534,2007-11-13 00:00:00,0.32
535,2007-11-13 01:00:00,0.02
536,2007-11-13 02:00:00,0.61
537,2007-11-13 03:00:00,0.07
538,2007-11-13 04:00:00,0.08
539,2007-11-13 05:00:00,0.58
540,2007-11-13 06:00:00,0.16
541,2007-11-13 07:00:00,0.87
542,2007-11-13 18:00:00,0.86
543,2007-11-13 19:00:00,0.75
544,2007-11-13 20:00:00,0.13
545,2007-11-13 21:00:00,0.83
546,2007-11-13 22:00:00,0.84
547,2007-11-13 23:00:00,0.28
548,2007-11-14 00:00:00,0.66
549,2007-11-14 01:00:00,0.52
550,2007-11-14 02:00:00,0.22
551,2007-11-14 03:00:00,0.3
552,2007-11-14 04:00:00,0.12
553,2007-11-14 05:00:00,0.79
554,2007-11-14 06:00:00,0.47
555,2007-11-14 18:00:00,0.56
556,2007-11-14 19:00:00,0.43
557,2007-11-14 20:00:00,0.64
558,2007-11-14 21:00:00,0.15
559,2007-11-14 22:00:00,0.13
560,2007-11-14 23:00:00,0.95
561,2007-11-15 00:00:00,0.27
562,2007-11-15 01:00:00,0.82
563,2007-11-15 02:00:00,0.93
564,2007-11-15 03:00:00,0.22
565,2007-11-15 04:00:00,0.97
566,2007-11-15 05:00:00,0.2
567,2007-11-15 06:00:00,0.16
568,2007-11-15 07:00:00,0.9
569,2007-11-15 18:00:00,0.56
570,2007-11-15 19:00:00,0.9
571,2007-11-15 20:00:00,0.01
572,2007-11-15 21:00:00,0.58
573,2007-11-15 22:00:00,0.59
574,2007-11-15 23:00:00,0.57
575,2007-11-16 00:00:00,0.55
576,2007-11-16 01:00:00,0.02
577,2007-11-16 02:00:00,0.26
578,2007-11-16 03:00:00,0.55
579,2007-11-16 04:00:00,0.46
580,2007-11-16 05:00:00,0.71
581,2007-11-16 06:00:00,0.94
582,2007-11-16 18:00:00,0.26
583,2007-11-16 19:00:00,0.97
584,2007-11-16 20:00:00,0.74
585,2007-11-16 21:00:00,0.73
586,2007-11-16 22:00:00,0.14
587,2007-11-16 23:00:00,0.83
588,2007-11-17 00:00:00,0.04
589,2007-11-17 01:00:00,0.17
590,2007-11-17 02:00:00,0.31
591,2007-11-17 03:00:00,0.6
592,2007-11-17 04:00:00,0.78
593,2007-11-17 05:00:00,0.44
594,2007-11-17 06:00:00,0.67
595,2007-11-17 18:00:00,0.63
596,2007-11-17 19:00:00,0.51
597,2007-11-17 20:00:00,0.31
598,2007-11-17 21:00:00,0.96
599,2007-11-17 22:00:00,0.83
600,2007-11-17 23:00:00,0.44
601,2007-11-18 00:00:00,0.31
602,2007-11-18 01:00:00,0.4
603,2007-11-18 02:00:00,0.18
604,2007-11-18 03:00:00,0.54
605,2007-11-18 04:00:00,0.56
606,2007-11-18 05:00:00,0.42
607,2007-11-18 06:00:00,0.11
608,2007-11-18 07:00:00,0.56
609,2007-11-18 18:00:00,0.21
610,2007-11-18 19:00:00,0.12
611,2007-11-18 20:00:00,0.99
612,2007-11-18 21:00:00,0.16
613,2007-11-18 22:00:00,0.48
614,2007-11-18 23:00:00,0.94
615,2007-11-19 00:00:00,0.7
616,2007-11-19 01:00:00,0.94
617,2007-11-19 02:00:00,0.57
618,2007-11-19 03:00:00,0.08
619,2007-11-19 04:00:00,0.76
620,2007-11-19 05:00:00,0.18
621,2007-11-19 06:00:00,0.14
622,2007-11-19 18:00:00,0.77
623,2007-11-19 19:00:00,0.67
624,2007-11-19 20:00:00,0.28
625,2007-11-19 21:00:00,0.59
626,2007-11-19 22:00:00,0.91
627,2007-11-19 23:00:00,0.77
628,2007-11-20 00:00:00,0.01
629,2007-11-20 01:00:00,0.07
630,2007-11-20 02:00:00,0.16
631,2007-11-20 03:00:00,0.88
632,2007-11-20 04:00:00,0.46
633,2007-11-20 05:00:00,0.63
634,2007-11-20 06:00:00,0.64
635,2007-11-20 07:00:00,0.99
636,2007-11-20 18:00:00,0.44
637,2007-11-20 19:00:00,0.79
638,2007-11-20 20:00:00,0.27
639,2007-11-20 21:00:00,0.88
640,2007-11-20 22:00:00,0.9
641,2007-11-20 23:00:00,0.39
642,2007-11-21 00:00:00,0.49
643,2007-11-21 01:00:00,0.92
644,2007-11-21 02:00:00,0.38
645,2007-11-21 03:00:00,0.92
646,2007-11-21 04:00:00,0.43
647,2007-11-21 05:00:00,0.97
648,2007-11-21 06:00:00,0.24
649,2007-11-21 18:00:00,0.17
650,2007-11-21 19:00:00,0.85
651,2007-11-21 20:00:00,0.09
652,2007-11-21 21:00:00,0.27
653,2007-11-21 22:00:00,0.36
654,2007-11-21 23:00:00,0.22
655,2007-11-22 00:00:00,0.29
656,2007-11-22 01:00:00,0.02
657,2007-11-22 02:00:00,0.23
658,2007-11-22 03:00:00,0.53
659,2007-11-22 04:00:00,0.24
660,2007-11-22 05:00:00,0.55
661,2007-11-22 06:00:00,0.62
662,2007-11-22 07:00:00,0.36
663,2007-11-22 18:00:00,0.55
664,2007-11-22 19:00:00,0.99
665,2007-11-22 20:00:00,0.1
666,2007-11-22 21:00:00,0.52
667,2007-11-22 22:00:00,0.01
668,2007-11-22 23:00:00,0.85
669,2007-11-23 00:00:00,0.78
670,2007-11-23 01:00:00,0.34
671,2007-11-23 02:00:00,0.72
672,2007-11-23 03:00:00,0.82
673,2007-11-23 04:00:00,0.99
674,2007-11-23 05:00:00,0.93
675,2007-11-23 06:00:00,0.67
676,2007-11-23 07:00:00,0.41
677,2007-11-23 18:00:00,0.36
678,2007-11-23 19:00:00,0.23
679,2007-11-23 20:00:00,0.3
680,2007-11-23 21:00:00,0.0
681,2007-11-23 22:00:00,0.51
682,2007-11-23 23:00:00,0.91
683,2007-11-24 00:00:00,0.28
684,2007-11-24 01:00:00,0.29
685,2007-11-24 02:00:00,0.36
686,2007-11-24 03:00:00,0.53
687,2007-11-24 04:00:00,0.57
688,2007-11-24 05:00:00,0.69
689,2007-11-24 06:00:00,0.51
690,2007-11-24 07:00:00,0.59
691,2007-11-24 18:00:00,0.98
692,2007-11-24 19:00:00,0.01
693,2007-11-24 20:00:00,0.84
694,2007-11-24 21:00:00,0.84
695,2007-11-24 22:00:00,0.97
696,2007-11-24 23:00:00,0.63
697,2007-11-25 00:00:00,0.74
698,2007-11-25 01:00:00,0.39
699,2007-11-25 02:00:00,0.13
700,2007-11-25 03:00:00,0.14
701,2007-11-25 04:00:00,0.43
702,2007-11-25 05:00:00,0.83
703,2007-11-25 06:00:00,0.19
704,2007-11-25 07:00:00,0.17
705,2007-11-25 18:00:00,0.2
706,2007-11-25 19:00:00,0.55
707,2007-11-25 20:00:00,0.14
708,2007-11-25 21:00:00,0.6
709,2007-11-25 22:00:00,0.71
710,2007-11-25 23:00:00,0.16
711,2007-11-26 00:00:00,0.71
712,2007-11-26 01:00:00,0.61
713,2007-11-26 02:00:00,0.63
714,2007-11-26 03:00:00,0.87
715,2007-11-26 04:00:00,0.82
716,2007-11-26 05:00:00,0.12
717,2007-11-26 06:00:00,0.93
718,2007-11-26 07:00:00,0.72
719,2007-11-26 18:00:00,0.99
720,2007-11-26 19:00:00,0.68
721,2007-11-26 20:00:00,0.8
722,2007-11-26 21:00:00,0.42
723,2007-11-26 22:00:00,0.67
724,2007-11-26 23:00:00,0.35
725,2007-11-27 00:00:00,0.97
726,2007-11-27 01:00:00,0.16
727,2007-11-27 02:00:00,0.01
728,2007-11-27 03:00:00,0.47
729,2007-11-27 04:00:00,0.77
730,2007-11-27 05:00:00,0.05
731,2007-11-27 06:00:00,0.68
732,2007-11-27 07:00:00,0.09
733,2007-11-27 18:00:00,0.72
734,2007-11-27 19:00:00,0.78
735,2007-11-27 20:00:00,0.22
